batting_team,bowling_team,venue,pitch_condition,temperature,humidity,overs_completed,runs_scored,wickets_lost,run_rate,last_5_overs_runs,striker_strike_rate,non_striker_strike_rate,partnership_runs,boundaries_hit,extras_conceded,predicted_total
Sunrisers Hyderabad,Royal Challengers Bangalore,Eden Gardens,slow,29,37,18.3,90,10,4.86,27,65.8,50.59,57,8,4,120
Kolkata Knight Riders,Chennai Super Kings,Sawai Mansingh Stadium,slow,40,88,11.5,76,3,5.97,33,71.83,68.4,78,5,3,141
Lucknow Super Giants,Sunrisers Hyderabad,M. A. Chidambaram Stadium,dry,32,45,14.6,83,5,5.9,35,72.81,69.92,65,6,8,120
Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,slow,28,85,20.0,98,7,4.92,24,66.75,63.72,67,8,10,120
Chennai Super Kings,Delhi Capitals,Sawai Mansingh Stadium,batting friendly,39,85,9.4,81,2,7.7,26,102.55,83.11,73,7,8,167
Chennai Super Kings,Sunrisers Hyderabad,Ekana Cricket Stadium,batting friendly,29,70,10.9,96,3,8.62,47,117.93,87.73,79,10,7,177
Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,dry,32,54,17.5,97,7,5.41,32,68.94,58.27,53,6,2,120
Mumbai Indians,Lucknow Super Giants,Arun Jaitley Stadium,slow,39,34,7.2,45,3,6.13,21,75.28,63.57,47,3,14,130
Punjab Kings,Mumbai Indians,Wankhede Stadium,batting friendly,26,73,5.8,48,2,8.01,27,111.61,84.62,41,4,9,164
Chennai Super Kings,Sunrisers Hyderabad,Narendra Modi Stadium,bowling friendly,25,37,11.8,55,5,4.5,24,54.17,49.53,49,5,9,120
Gujarat Titans,Mumbai Indians,PCA Stadium,slow,31,47,10.4,56,5,4.79,28,66.16,61.14,34,4,6,120
Lucknow Super Giants,Mumbai Indians,Narendra Modi Stadium,flat,35,46,5.8,67,1,10.36,34,136.91,123.13,76,4,12,233
Punjab Kings,Kolkata Knight Riders,M. A. Chidambaram Stadium,bowling friendly,25,34,14.3,93,1,5.89,35,77.6,73.98,41,9,10,139
Punjab Kings,Rajasthan Royals,M. Chinnaswamy Stadium,bowling friendly,38,74,8.2,47,3,4.76,15,66.39,52.18,27,3,13,120
Delhi Capitals,Chennai Super Kings,Wankhede Stadium,dry,36,53,17.6,113,9,6.07,34,77.93,67.04,45,7,12,124
Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,bowling friendly,32,56,5.4,29,2,4.67,14,60.13,49.81,81,2,7,120
Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,dry,34,60,7.9,50,3,6.82,26,88.62,72.13,31,5,7,124
Sunrisers Hyderabad,Gujarat Titans,Arun Jaitley Stadium,bowling friendly,26,49,17.3,93,4,5.32,26,74.0,60.54,51,6,11,120
Kolkata Knight Riders,Punjab Kings,M. Chinnaswamy Stadium,green,40,81,9.5,46,5,5.39,18,70.56,65.11,24,3,6,120
Delhi Capitals,Mumbai Indians,Narendra Modi Stadium,batting friendly,29,77,7.7,64,0,7.67,28,93.91,77.36,60,4,2,163
Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,bowling friendly,34,87,7.9,30,4,4.5,17,54.98,50.93,24,1,12,120
Gujarat Titans,Lucknow Super Giants,M. Chinnaswamy Stadium,slow,31,37,17.9,95,3,5.14,24,70.38,53.33,44,7,4,120
Lucknow Super Giants,Punjab Kings,M. Chinnaswamy Stadium,bowling friendly,38,73,7.7,51,1,5.91,20,79.84,72.97,35,3,15,142
Lucknow Super Giants,Punjab Kings,M. Chinnaswamy Stadium,slow,38,80,9.1,56,3,5.55,22,69.42,65.81,64,6,3,129
Kolkata Knight Riders,Mumbai Indians,Arun Jaitley Stadium,batting friendly,30,65,17.7,135,4,7.32,41,98.21,74.56,62,13,4,148
Lucknow Super Giants,Chennai Super Kings,PCA Stadium,batting friendly,29,40,9.1,75,0,8.76,28,108.06,112.77,63,7,9,159
Gujarat Titans,Kolkata Knight Riders,Ekana Cricket Stadium,flat,40,32,18.1,183,3,9.63,51,133.08,112.67,17,18,7,208
Rajasthan Royals,Delhi Capitals,PCA Stadium,green,33,54,13.0,68,1,5.61,32,72.83,64.01,42,7,13,120
Lucknow Super Giants,Delhi Capitals,Arun Jaitley Stadium,slow,29,43,6.9,40,3,6.01,21,77.18,73.43,61,4,2,120
Royal Challengers Bangalore,Gujarat Titans,PCA Stadium,slow,33,33,9.6,55,3,5.18,16,68.45,56.82,75,3,15,123
Kolkata Knight Riders,Lucknow Super Giants,PCA Stadium,flat,39,30,5.7,55,3,8.81,28,115.86,90.36,34,6,6,192
Lucknow Super Giants,Sunrisers Hyderabad,Sawai Mansingh Stadium,slow,36,53,18.9,111,2,6.16,38,82.27,73.45,24,12,7,121
Kolkata Knight Riders,Sunrisers Hyderabad,Ekana Cricket Stadium,dry,28,50,6.1,38,2,6.71,21,86.27,69.42,44,3,10,134
Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,batting friendly,35,53,15.2,129,5,7.96,44,97.86,103.27,13,9,7,169
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,batting friendly,28,36,16.3,149,2,9.06,44,111.25,94.52,66,10,13,187
Lucknow Super Giants,Rajasthan Royals,Eden Gardens,green,25,47,7.2,37,4,5.37,19,70.07,65.58,21,4,3,120
Kolkata Knight Riders,Lucknow Super Giants,Ekana Cricket Stadium,flat,28,40,7.7,76,0,10.4,40,144.9,107.2,67,7,12,197
Delhi Capitals,Mumbai Indians,Eden Gardens,flat,39,84,19.7,138,7,7.07,45,94.51,81.72,22,9,3,148
Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Stadium,slow,32,79,7.6,46,2,4.84,16,58.63,62.83,74,3,5,120
Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,slow,35,30,12.4,79,5,6.12,30,75.63,64.67,18,7,14,131
Punjab Kings,Mumbai Indians,Ekana Cricket Stadium,flat,25,55,18.6,149,6,8.07,39,109.9,94.58,45,13,5,159
Sunrisers Hyderabad,Punjab Kings,Arun Jaitley Stadium,dry,33,68,10.6,62,5,6.22,31,77.6,62.75,39,5,7,120
Lucknow Super Giants,Rajasthan Royals,Sawai Mansingh Stadium,batting friendly,28,31,10.0,80,3,7.91,43,101.01,93.69,53,8,2,166
Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,flat,29,86,9.1,73,5,8.25,25,101.38,100.41,62,5,14,162
Kolkata Knight Riders,Gujarat Titans,PCA Stadium,dry,28,45,8.4,55,5,6.0,18,81.67,68.59,21,6,6,126
Chennai Super Kings,Lucknow Super Giants,M. A. Chidambaram Stadium,flat,33,39,18.2,126,10,7.01,36,97.42,72.37,53,11,2,136
Chennai Super Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,balanced,28,63,19.7,135,3,7.19,34,86.39,77.4,74,14,13,145
Sunrisers Hyderabad,Punjab Kings,Narendra Modi Stadium,balanced,33,82,11.4,85,1,7.0,38,95.14,88.33,61,6,5,146
Lucknow Super Giants,Delhi Capitals,Arun Jaitley Stadium,slow,30,67,14.9,85,5,5.36,32,66.2,68.54,60,7,6,120
Punjab Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,dry,30,75,5.7,32,1,5.96,17,80.75,74.89,45,3,9,120
Rajasthan Royals,Gujarat Titans,Narendra Modi Stadium,bowling friendly,26,78,6.5,31,2,4.62,17,63.74,58.31,33,3,3,120
Lucknow Super Giants,Royal Challengers Bangalore,PCA Stadium,green,28,53,17.7,109,3,6.16,37,75.86,63.08,32,9,11,126
Kolkata Knight Riders,Sunrisers Hyderabad,Wankhede Stadium,flat,28,66,9.8,93,0,9.28,35,127.28,105.26,66,7,6,189
Royal Challengers Bangalore,Chennai Super Kings,Sawai Mansingh Stadium,dry,36,58,10.6,73,5,7.27,40,89.81,86.92,49,5,8,140
Kolkata Knight Riders,Lucknow Super Giants,PCA Stadium,dry,40,74,18.8,133,1,7.2,44,91.17,87.21,26,9,11,143
Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,dry,28,42,18.7,117,9,5.95,30,72.86,64.97,41,10,7,127
Delhi Capitals,Mumbai Indians,Sawai Mansingh Stadium,bowling friendly,31,82,17.4,81,2,4.5,23,60.82,57.53,66,7,4,120
Punjab Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,green,36,49,14.3,92,4,6.09,35,81.4,64.27,68,7,9,127
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,flat,31,87,14.6,129,5,9.07,53,117.27,101.44,25,8,7,177
Rajasthan Royals,Royal Challengers Bangalore,Narendra Modi Stadium,dry,33,37,11.1,86,1,7.35,42,92.96,79.68,44,9,9,163
Mumbai Indians,Lucknow Super Giants,M. A. Chidambaram Stadium,dry,36,60,8.2,65,2,7.1,26,98.73,84.1,77,5,7,156
Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,dry,25,47,12.6,85,3,7.16,34,91.67,81.04,50,5,13,135
Rajasthan Royals,Chennai Super Kings,M. Chinnaswamy Stadium,balanced,40,78,18.7,119,6,6.43,38,78.93,65.5,57,12,9,129
Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,dry,25,82,6.7,43,1,6.22,20,77.75,67.72,71,3,7,128
Royal Challengers Bangalore,Punjab Kings,PCA Stadium,balanced,39,34,15.9,121,2,7.7,41,94.81,85.08,55,10,9,152
Kolkata Knight Riders,Rajasthan Royals,PCA Stadium,bowling friendly,28,67,13.4,67,6,4.5,20,61.7,49.79,48,4,6,120
Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,flat,31,41,10.6,111,1,9.75,48,118.83,124.78,33,8,6,214
Lucknow Super Giants,Rajasthan Royals,Rajiv Gandhi International Stadium,balanced,38,87,6.0,49,3,7.41,26,94.03,91.26,68,3,4,172
Mumbai Indians,Punjab Kings,Rajiv Gandhi International Stadium,batting friendly,39,75,15.6,108,7,7.11,46,90.77,72.54,37,11,14,138
Delhi Capitals,Sunrisers Hyderabad,PCA Stadium,dry,33,39,14.1,97,4,7.05,44,84.61,81.28,14,10,5,144
Kolkata Knight Riders,Royal Challengers Bangalore,PCA Stadium,green,38,36,11.4,75,1,6.11,32,81.5,70.86,29,7,2,129
Lucknow Super Giants,Punjab Kings,M. A. Chidambaram Stadium,green,29,65,11.7,73,3,6.04,34,74.26,61.22,69,6,3,130
Rajasthan Royals,Punjab Kings,Ekana Cricket Stadium,flat,27,61,10.3,89,6,7.72,39,105.42,82.41,47,8,3,168
Lucknow Super Giants,Gujarat Titans,Arun Jaitley Stadium,slow,39,85,19.1,110,3,5.31,28,67.91,60.04,32,7,9,121
Punjab Kings,Rajasthan Royals,Ekana Cricket Stadium,bowling friendly,26,79,14.4,75,2,5.52,24,67.76,64.02,34,6,8,120
Kolkata Knight Riders,Sunrisers Hyderabad,Sawai Mansingh Stadium,slow,31,78,14.9,91,0,6.46,29,77.89,73.96,40,9,9,120
Lucknow Super Giants,Gujarat Titans,M. Chinnaswamy Stadium,slow,28,56,8.5,48,3,5.25,17,66.49,62.96,44,3,9,120
Mumbai Indians,Lucknow Super Giants,Wankhede Stadium,bowling friendly,29,73,8.2,39,5,5.29,20,66.43,58.44,53,2,4,120
Delhi Capitals,Punjab Kings,Narendra Modi Stadium,flat,27,85,15.6,116,8,7.42,40,94.04,86.22,20,12,14,152
Punjab Kings,Gujarat Titans,Wankhede Stadium,flat,34,51,16.9,140,9,7.76,36,96.11,78.39,57,13,7,174
Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,batting friendly,35,78,6.1,63,2,8.95,27,113.04,108.27,25,5,3,204
Punjab Kings,Delhi Capitals,Rajiv Gandhi International Stadium,green,31,63,17.1,89,5,5.12,24,63.72,60.3,18,8,12,120
Sunrisers Hyderabad,Delhi Capitals,Sawai Mansingh Stadium,green,37,80,15.0,82,7,4.99,25,63.3,51.24,22,7,6,120
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,slow,40,45,15.7,69,8,4.65,29,56.01,55.58,26,7,4,120
Lucknow Super Giants,Delhi Capitals,Ekana Cricket Stadium,batting friendly,32,71,14.1,96,7,6.65,36,81.13,71.57,36,7,14,139
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,flat,31,57,15.3,125,2,8.17,38,105.46,89.13,30,13,6,165
Mumbai Indians,Chennai Super Kings,Ekana Cricket Stadium,dry,39,56,9.2,64,5,6.4,20,80.48,76.03,60,6,12,137
Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,batting friendly,27,34,14.5,109,7,7.89,50,104.01,90.49,40,8,3,149
Punjab Kings,Kolkata Knight Riders,Rajiv Gandhi International Stadium,batting friendly,30,34,17.5,159,3,8.88,49,121.18,92.85,38,16,6,191
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,balanced,25,53,10.3,81,5,7.43,44,99.66,75.77,70,8,7,159
Royal Challengers Bangalore,Lucknow Super Giants,Sawai Mansingh Stadium,bowling friendly,34,86,7.1,37,0,5.38,18,72.24,58.74,39,2,11,120
Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,batting friendly,34,30,19.1,124,8,6.69,36,90.08,71.68,53,13,4,134
Rajasthan Royals,Gujarat Titans,Narendra Modi Stadium,batting friendly,32,71,14.9,117,2,8.03,36,100.7,101.71,44,8,4,163
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,green,28,72,9.3,46,5,5.11,15,68.99,63.3,74,4,15,120
Kolkata Knight Riders,Mumbai Indians,M. Chinnaswamy Stadium,slow,35,74,8.7,56,5,5.8,17,71.99,74.81,28,4,3,132
Delhi Capitals,Sunrisers Hyderabad,Wankhede Stadium,balanced,35,59,15.4,107,7,6.75,31,86.38,74.71,36,7,3,148
Rajasthan Royals,Lucknow Super Giants,Eden Gardens,bowling friendly,28,77,16.7,79,2,4.9,22,62.33,53.26,79,6,13,120
Kolkata Knight Riders,Punjab Kings,Narendra Modi Stadium,bowling friendly,27,72,5.3,33,2,4.61,18,58.75,51.16,69,2,13,127
Lucknow Super Giants,Royal Challengers Bangalore,Wankhede Stadium,balanced,36,30,18.9,126,6,6.81,33,82.03,75.09,38,9,13,138
Chennai Super Kings,Kolkata Knight Riders,Rajiv Gandhi International Stadium,flat,40,63,10.7,90,6,8.9,50,123.44,99.82,62,9,4,165
Kolkata Knight Riders,Delhi Capitals,M. Chinnaswamy Stadium,bowling friendly,36,65,6.2,42,2,5.76,20,74.89,66.49,48,3,5,136
Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,batting friendly,25,44,7.1,59,1,8.2,31,101.85,89.59,38,5,8,168
Lucknow Super Giants,Rajasthan Royals,M. A. Chidambaram Stadium,flat,32,34,9.8,80,1,8.62,33,118.04,105.25,47,7,9,158
Lucknow Super Giants,Rajasthan Royals,M. A. Chidambaram Stadium,flat,36,38,17.6,161,2,9.05,50,114.4,110.25,42,11,9,181
Punjab Kings,Chennai Super Kings,Narendra Modi Stadium,slow,26,58,17.0,102,2,5.58,25,68.72,63.13,28,9,7,120
Royal Challengers Bangalore,Sunrisers Hyderabad,Arun Jaitley Stadium,green,36,90,17.9,76,9,4.5,23,57.45,56.42,10,7,13,120
Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Stadium,dry,27,67,14.9,120,2,7.54,40,96.23,76.63,79,12,15,166
Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,slow,37,77,18.6,104,0,5.9,38,71.31,70.36,47,7,8,120
Chennai Super Kings,Rajasthan Royals,Ekana Cricket Stadium,batting friendly,28,41,15.0,144,1,9.12,41,117.84,104.47,79,9,3,192
Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,batting friendly,38,58,17.5,168,1,9.28,60,113.4,112.39,80,16,11,201
Kolkata Knight Riders,Lucknow Super Giants,PCA Stadium,green,30,70,9.8,65,0,6.78,23,93.58,68.34,86,5,4,141
Lucknow Super Giants,Sunrisers Hyderabad,Ekana Cricket Stadium,dry,27,71,13.6,72,6,5.36,25,67.79,60.01,59,4,9,120
Rajasthan Royals,Royal Challengers Bangalore,Ekana Cricket Stadium,batting friendly,30,52,7.5,65,1,9.03,29,109.15,116.42,64,6,13,174
Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,bowling friendly,39,57,8.0,51,0,5.68,20,72.92,71.92,65,5,5,129
Rajasthan Royals,Kolkata Knight Riders,Wankhede Stadium,bowling friendly,37,68,12.7,79,4,5.73,28,74.44,62.51,77,7,11,126
Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,balanced,32,67,15.4,114,6,7.08,36,96.2,75.93,66,11,11,145
Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,flat,33,64,12.9,110,4,7.85,50,109.19,97.15,20,11,3,173
Rajasthan Royals,Punjab Kings,Ekana Cricket Stadium,dry,32,66,10.6,78,2,7.55,48,93.79,87.09,57,5,7,146
Punjab Kings,Sunrisers Hyderabad,Eden Gardens,batting friendly,37,43,13.1,104,2,8.15,37,106.73,93.7,35,11,4,164
Kolkata Knight Riders,Gujarat Titans,M. Chinnaswamy Stadium,flat,29,87,9.0,84,2,8.76,34,111.17,89.6,34,9,12,183
Rajasthan Royals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,green,36,60,7.3,52,2,5.99,18,83.29,73.82,40,4,3,147
Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,dry,35,30,11.6,84,4,6.85,39,82.52,78.13,33,6,3,142
Delhi Capitals,Punjab Kings,M. A. Chidambaram Stadium,green,36,31,8.4,60,3,6.49,24,90.76,74.94,42,3,10,139
Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,dry,28,54,9.1,63,5,6.06,22,81.98,61.29,24,5,2,144
Kolkata Knight Riders,Delhi Capitals,Sawai Mansingh Stadium,batting friendly,27,40,14.1,115,3,8.45,51,113.52,102.76,71,9,9,159
Royal Challengers Bangalore,Mumbai Indians,M. A. Chidambaram Stadium,balanced,26,54,15.3,104,5,7.05,36,87.31,84.03,45,7,7,135
Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,flat,36,64,8.8,96,0,10.51,38,132.65,127.68,28,6,7,220
Mumbai Indians,Lucknow Super Giants,Arun Jaitley Stadium,batting friendly,33,37,5.1,38,1,8.03,29,106.85,95.47,74,2,12,158
Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,green,34,66,19.0,89,7,4.62,23,59.86,48.69,38,6,9,120
Kolkata Knight Riders,Rajasthan Royals,Rajiv Gandhi International Stadium,bowling friendly,29,85,15.9,81,2,5.16,32,63.74,58.81,28,8,13,120
Delhi Capitals,Royal Challengers Bangalore,Eden Gardens,flat,30,63,19.5,170,2,8.81,43,114.6,114.03,44,15,6,180
Royal Challengers Bangalore,Sunrisers Hyderabad,Sawai Mansingh Stadium,green,30,43,12.0,77,3,5.78,33,77.83,72.94,59,7,3,123
Rajasthan Royals,Sunrisers Hyderabad,Arun Jaitley Stadium,slow,28,31,10.5,58,3,5.83,28,81.2,59.15,64,5,11,120
Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,balanced,37,59,6.5,43,0,7.42,24,99.11,80.73,49,4,14,134
Chennai Super Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,green,39,74,13.7,82,2,5.42,32,68.73,68.43,58,8,2,129
Royal Challengers Bangalore,Rajasthan Royals,M. Chinnaswamy Stadium,batting friendly,37,63,16.5,155,4,8.89,42,112.5,93.68,48,11,6,192
Lucknow Super Giants,Chennai Super Kings,PCA Stadium,slow,32,86,14.4,73,8,4.71,27,60.5,53.48,35,6,3,120
Punjab Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,balanced,36,54,13.4,115,1,8.2,51,108.89,97.67,53,12,10,168
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,slow,40,51,16.6,87,3,5.22,26,63.38,65.19,67,7,15,120
Royal Challengers Bangalore,Rajasthan Royals,PCA Stadium,balanced,38,34,7.5,49,4,6.98,22,86.85,76.27,42,3,12,137
Rajasthan Royals,Sunrisers Hyderabad,Ekana Cricket Stadium,batting friendly,31,60,13.4,107,1,8.17,42,111.88,89.43,63,11,2,156
Royal Challengers Bangalore,Punjab Kings,M. A. Chidambaram Stadium,dry,26,32,15.8,118,4,7.18,42,98.08,80.7,24,7,15,155
Royal Challengers Bangalore,Gujarat Titans,Sawai Mansingh Stadium,batting friendly,33,84,9.1,69,5,8.09,27,109.18,86.56,11,5,4,155
Punjab Kings,Delhi Capitals,M. Chinnaswamy Stadium,slow,40,56,9.7,60,2,6.0,23,79.72,72.4,45,4,4,128
Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,slow,39,53,16.2,84,3,5.25,33,72.25,53.17,61,5,3,120
Chennai Super Kings,Gujarat Titans,Ekana Cricket Stadium,flat,33,45,6.5,64,2,9.64,30,116.93,103.05,28,5,12,204
Royal Challengers Bangalore,Delhi Capitals,PCA Stadium,dry,27,38,17.7,111,5,6.54,34,79.84,70.85,31,8,4,131
Lucknow Super Giants,Gujarat Titans,Eden Gardens,dry,34,76,8.9,47,4,5.5,19,67.75,61.38,70,3,4,120
Chennai Super Kings,Gujarat Titans,PCA Stadium,batting friendly,28,77,6.7,57,0,8.06,25,103.27,90.57,81,6,6,174
Gujarat Titans,Punjab Kings,Wankhede Stadium,bowling friendly,26,55,19.8,97,7,4.5,25,59.26,48.32,42,6,15,120
Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,balanced,33,47,5.2,47,2,7.27,22,91.93,92.44,77,2,10,182
Chennai Super Kings,Sunrisers Hyderabad,PCA Stadium,slow,37,90,11.9,68,3,5.62,28,75.21,58.54,44,4,8,121
Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,balanced,38,79,14.7,112,2,7.8,48,105.35,98.33,71,11,7,149
Lucknow Super Giants,Kolkata Knight Riders,Rajiv Gandhi International Stadium,batting friendly,39,62,16.6,125,7,7.06,43,85.75,85.62,44,7,11,148
Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,balanced,31,60,10.5,74,5,6.65,36,90.65,72.6,14,4,2,150
Gujarat Titans,Punjab Kings,Narendra Modi Stadium,green,26,43,18.0,90,3,5.15,31,68.64,62.32,38,9,9,120
Delhi Capitals,Lucknow Super Giants,Narendra Modi Stadium,batting friendly,26,69,8.9,73,5,7.66,29,101.52,91.14,13,4,5,160
Rajasthan Royals,Lucknow Super Giants,Eden Gardens,bowling friendly,39,33,17.3,104,1,5.65,29,72.9,64.34,47,10,5,121
Delhi Capitals,Gujarat Titans,Wankhede Stadium,flat,36,41,14.5,123,6,8.41,48,103.24,107.92,64,8,11,169
Punjab Kings,Gujarat Titans,Rajiv Gandhi International Stadium,batting friendly,29,41,11.9,100,1,8.68,51,109.57,94.21,61,10,7,168
Chennai Super Kings,Kolkata Knight Riders,Wankhede Stadium,bowling friendly,31,76,16.7,77,3,4.5,20,55.36,55.01,62,6,15,120
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,slow,35,41,12.8,75,0,5.84,35,71.67,71.39,59,7,12,120
Delhi Capitals,Gujarat Titans,Wankhede Stadium,green,33,33,10.7,63,2,5.28,28,67.29,59.03,37,4,10,120
Delhi Capitals,Gujarat Titans,PCA Stadium,flat,28,85,17.8,156,3,8.68,52,120.43,107.03,56,15,15,178
Punjab Kings,Royal Challengers Bangalore,PCA Stadium,bowling friendly,40,84,13.9,66,4,4.93,25,64.9,56.06,70,5,15,120
Mumbai Indians,Rajasthan Royals,Arun Jaitley Stadium,green,40,54,16.3,120,0,7.02,41,86.73,76.29,43,11,6,142
Royal Challengers Bangalore,Punjab Kings,PCA Stadium,slow,34,78,17.5,86,4,4.62,28,56.37,52.27,23,9,11,120
Sunrisers Hyderabad,Kolkata Knight Riders,Sawai Mansingh Stadium,dry,37,53,19.0,120,10,6.12,30,78.78,73.88,52,10,12,130
Kolkata Knight Riders,Punjab Kings,PCA Stadium,balanced,40,55,6.3,51,3,7.11,25,90.44,88.22,23,5,6,169
Mumbai Indians,Punjab Kings,Narendra Modi Stadium,slow,39,69,15.4,85,6,5.21,31,65.63,60.8,36,8,5,120
Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,batting friendly,34,64,12.2,107,4,8.5,48,113.37,93.91,27,10,7,175
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,balanced,39,89,16.3,118,6,7.02,42,86.99,90.85,43,8,6,153
Mumbai Indians,Kolkata Knight Riders,PCA Stadium,flat,27,44,14.3,121,1,8.76,53,116.65,89.99,83,9,9,168
Chennai Super Kings,Mumbai Indians,M. Chinnaswamy Stadium,dry,38,54,8.5,49,5,5.83,18,72.61,59.49,33,4,14,120
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,batting friendly,39,81,9.6,82,1,8.95,29,124.9,110.15,70,8,15,170
Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,slow,36,36,11.8,69,5,5.72,33,76.19,62.37,69,4,10,121
Chennai Super Kings,Gujarat Titans,M. Chinnaswamy Stadium,balanced,25,40,16.5,112,3,6.8,32,86.16,78.59,18,8,4,143
Gujarat Titans,Sunrisers Hyderabad,M. A. Chidambaram Stadium,green,32,75,5.8,41,0,5.94,20,77.96,72.34,35,3,15,147
Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,bowling friendly,40,40,11.3,62,0,5.96,32,83.35,60.5,82,6,7,120
Rajasthan Royals,Punjab Kings,PCA Stadium,dry,40,34,9.0,56,5,5.97,21,76.65,67.39,20,4,14,130
Punjab Kings,Sunrisers Hyderabad,Narendra Modi Stadium,batting friendly,25,48,13.9,108,2,7.87,44,97.02,93.46,59,8,15,164
Rajasthan Royals,Delhi Capitals,Ekana Cricket Stadium,flat,26,40,14.8,116,5,8.09,51,100.19,100.62,74,12,2,157
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,slow,25,57,14.4,101,0,6.45,39,80.24,78.18,37,7,11,148
Royal Challengers Bangalore,Kolkata Knight Riders,PCA Stadium,dry,32,35,16.9,108,7,6.55,33,84.1,73.05,28,7,10,128
Sunrisers Hyderabad,Chennai Super Kings,Arun Jaitley Stadium,slow,36,61,10.4,60,6,5.96,32,81.06,67.71,59,4,3,120
Kolkata Knight Riders,Lucknow Super Giants,M. A. Chidambaram Stadium,slow,39,32,14.7,76,5,5.42,26,71.14,57.93,29,6,15,120
Mumbai Indians,Royal Challengers Bangalore,Narendra Modi Stadium,flat,25,51,11.1,86,3,8.09,45,109.07,83.1,29,8,8,161
Delhi Capitals,Punjab Kings,Wankhede Stadium,slow,40,60,9.5,66,4,6.36,24,85.55,80.65,59,6,5,147
Gujarat Titans,Kolkata Knight Riders,Wankhede Stadium,balanced,29,57,17.0,125,3,7.44,37,89.97,89.53,48,9,4,154
Chennai Super Kings,Punjab Kings,M. A. Chidambaram Stadium,flat,25,31,12.9,99,7,7.17,33,86.21,88.04,57,8,14,161
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,balanced,33,71,6.9,58,1,7.89,30,103.22,85.57,46,4,11,176
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,green,30,77,6.7,39,4,5.55,17,75.88,69.87,57,4,9,120
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,slow,36,86,13.2,63,3,4.89,23,60.33,50.29,19,4,7,120
Kolkata Knight Riders,Mumbai Indians,M. A. Chidambaram Stadium,batting friendly,29,64,9.2,73,5,7.67,26,102.05,96.96,73,7,6,167
